대지위치,시군구코드,법정동코드,대지구분코드,번,지,관리건축물대장PK,대장구분코드,대장구분코드명,대장종류코드,대장종류코드명,신구대장구분코드,신구대장구분코드명,도로명대지위치,건물명,특수지명,블록,로트,외필지수,새주소도로코드,새주소법정동코드,새주소지상지하코드,새주소본번,새주소부번,대지면적(㎡),건축면적(㎡),건폐율(%),연면적(㎡),용적률산정연면적(㎡),용적률(%),주용도코드,주용도코드명,기타용도,세대수(세대),가구수(가구),주건축물수,부속건축물수,부속건축물면적(㎡),총주차수,옥내기계식대수(대),옥내기계식면적(㎡),옥외기계식대수(대),옥외기계식면적(㎡),옥내자주식대수(대),옥내자주식면적(㎡),옥외자주식대수(대),옥외자주식면적(㎡),허가일,착공일,사용승인일,허가번호년,허가번호기관코드,허가번호기관코드명,허가번호구분코드,허가번호구분코드명,호수(호),에너지효율등급,에너지절감률,EPI점수,친환경건축물등급,친환경건축물인증점수,지능형건축물등급,지능형건축물인증점수,생성일자
서울특별시 성북구 성북동 292-1번지,11290,10100,0,0292,0001,10091430,1,일반,1,총괄표제부,1,신대장,서울특별시 성북구 성북로28길 60 (성북동),동방대학원대학교,,,,3,112904121346,10101,0,60,,2641,649.9,24.61,2522.05,1744.3,66.05,10000,교육연구시설,교육연구및복지시설,0,0,2,0,0,13,0,0,0,0,0,0,13,0,20041025,20041025,20041029,2004,3070088,건축과,1102,1102,0,,0,0,,0,,0,20220813
서울특별시 성북구 성북동 303-10번지,11290,10100,0,0303,0010,100911711,2,집합,1,총괄표제부,1,신대장,서울특별시 성북구 성북로26길 60 (성북동),성북 어승재 B단지,,,,5,112904121343,10101,0,60,,3445,1032.88,29.98,7633.51,2722.88,79.04,02000,공동주택,"연립주택(12세대),다세대주택(2세대)",14,0,4,0,0,64,0,0,0,0,64,0,0,0,20030526,20040217,20060224,2003,3070088,건축과,1101,1101,0,,0,0,,0,,0,20220813
서울특별시 성북구 성북동 324-1번지,11290,10100,0,0324,0001,100911268,1,일반,1,총괄표제부,1,신대장,서울특별시 성북구 선잠로5길 68 (성북동),대한불교조계종 길상사,,,,6,112904121309,10101,0,68,,16939,2033.66,12.01,2033.66,2017.13,11.91,Z8000,교육연구및복지시설,"교육연구및복지시설,문화및집회시설,노유자시설,종교시설",0,0,37,0,0,20,0,0,0,0,0,0,20,688,,,20001109,,,,,,0,,0,0,,0,,0,20260428
서울특별시 성북구 성북동 330번지,11290,10100,0,0330,0000,10091100207807,1,일반,1,총괄표제부,1,신대장,서울특별시 성북구 대사관로13길 44 (성북동),정법사,,,,1,112904121016,10101,0,44,,2606,408.02,15.66,1305,429.44,16.48,06000,종교시설,종교시설,0,0,3,0,0,12,0,0,0,0,0,0,12,150,,,,,,,,,0,,0,0,,0,,0,20260408
서울특별시 성북구 성북동 330-3번지,11290,10100,0,0330,0003,10091100244713,1,일반,1,총괄표제부,1,신대장,서울특별시 성북구 대사관로8길 52 (성북동),,,,,0,112904121022,10101,0,52,0,0,763.43,0,1629.03,1469.56,0,01000,단독주택,,0,5,5,0,0,0,0,0,0,0,0,0,0,0,19860424,19861219,19861223,,,,,,0,,0,0,,0,,0,20231005
서울특별시 성북구 성북동 330-84번지,11290,10100,0,0330,0084,10091100193888,1,일반,1,총괄표제부,1,신대장,서울특별시 성북구 대사관로 12 (성북동),성북 더 게이트 힐즈,,,,0,112903107015,10101,0,12,,7844,2173.25,27.71,6616.87,3340.8,42.59,01000,단독주택,단독주택,0,13,13,0,0,49,0,0,0,0,48,2394.49,1,16.5,20020330,20021030,20100226,2002,3070088,건축과,1101,1101,0,,0,0,,0,,0,20220813
서울특별시 성북구 성북동 330-102번지,11290,10100,0,0330,0102,100911510,1,일반,1,총괄표제부,1,신대장,서울특별시 성북구 대사관로5가길 11 (성북동),,,,,0,112904121019,10101,0,11,0,0,326.92,0,563.31,496.11,0,01000,단독주택,"주택, 차고관리실, 관리실",0,1,1,2,131.35,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 성북동 330-105번지,11290,10100,0,0330,0105,10091100229414,1,일반,1,총괄표제부,1,신대장,,제2종근린생활시설 (박철),,,,0,,,0,0,0,1341,386.16,28.8,1017.88,824.84,61.51,04000,제2종근린생활시설,"제1종근린생활시설, 제2종근린생활시설",0,0,2,0,0,11,0,0,0,0,5,0,6,0,20150728,20150811,20160218,2015,3070211,건축과,1102,1102,0,,0,0,,0,,0,20220813
서울특별시 성북구 성북동 330-275번지,11290,10100,0,0330,0275,10091996,1,일반,1,총괄표제부,1,신대장,서울특별시 성북구 대사관로11나길 50-7 (성북동),,,,,0,112904121015,10101,0,50,7,0,103.28,0,285.98,208.78,0,01000,단독주택,주택,0,1,1,1,67.41,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 성북동 330-288번지,11290,10100,0,0330,0288,10091997,1,일반,1,총괄표제부,1,신대장,서울특별시 성북구 대사관로3길 4 (성북동),,,,,0,112904121018,10101,0,4,0,0,122.08,0,303.35,236.76,0,01000,단독주택,주택,0,1,1,1,46.82,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 성북동 330-347번지,11290,10100,0,0330,0347,1009129,1,일반,1,총괄표제부,1,신대장,서울특별시 성북구 대사관로11길 34 (성북동),,,,,0,112904121014,10101,0,34,0,0,217.32,0,430.1,356.24,0,01000,단독주택,"주택, 주차장",0,1,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 성북동 330-356번지,11290,10100,0,0330,0356,100911511,1,일반,1,총괄표제부,1,신대장,서울특별시 성북구 대사관로3길 80 (성북동),,,,,0,112904121018,10101,0,80,0,4810,1380.56,28.7,2697.74,2405.71,50.01,01000,단독주택,단독주택,0,9,9,1,83.82,18,0,0,0,0,2,83.82,16,0,,,19930609,,,,,,0,,0,0,,0,,0,20250225
서울특별시 성북구 성북동 330-391번지,11290,10100,0,0330,0391,10091998,1,일반,1,총괄표제부,1,신대장,서울특별시 성북구 대사관로 31 (성북동),,,,,0,112903107015,10101,0,31,0,0,149.13,0,373.66,298.26,0,01000,단독주택,"주택,주차장",0,0,1,1,75.4,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 성북동 330-553번지,11290,10100,0,0330,0553,10091999,1,일반,1,총괄표제부,1,신대장,서울특별시 성북구 대사관로 91 (성북동),,,,,0,112903107015,10101,0,91,0,0,168.41,0,363.21,300.91,0,01000,단독주택,주택,0,1,1,1,39.99,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 성북동 330-577번지,11290,10100,0,0330,0577,10091437,1,일반,1,총괄표제부,1,신대장,서울특별시 성북구 대사관로 121 (성북동),한국가구박물관,,,,0,112903107015,10101,0,121,,3200,579.02,18.09,765.9,579.02,18.09,05000,문화및집회시설,"문화및집회시설,박물관",0,0,3,0,0,8,0,0,0,0,1,20.87,7,0,19951205,19951207,20040821,1995,3070088,건축과,1191,1191,0,,0,0,,0,,0,20250430
서울특별시 성북구 성북동 352번지,11290,10100,0,0352,0000,10091100198191,2,집합,1,총괄표제부,1,신대장,서울특별시 성북구 성북로 176 (성북동),성북동외교관사택단지,,,,1,112903107008,10101,0,176,0,9631.6,2901.932,30.13,13226.235,7908.241,82.11,02000,공동주택,연립주택,61,0,6,8,2619.684,139,0,0,0,0,114,1978.044,25,0,20091012,20071107,20100831,2009,3070123,건축과,2101,2101,0,,0,0,,0,,0,20220813
서울특별시 성북구 성북동 산2-2번지,11290,10100,1,0002,0002,1009140,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,,,0,427.54,0,427.54,427.54,0,04000,제2종근린생활시설,"제2종근린시설(교회), 주택",0,1,2,1,9.92,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 성북동 산10-1번지,11290,10100,1,0010,0001,100911512,1,일반,1,총괄표제부,1,신대장,서울특별시 성북구 북악산로 574 (성북동),,,,,0,112903100019,10101,0,574,,0,171,0,441,441,0,23000,교정및군사시설,공공용시설,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 성북동 산25-1번지,11290,10100,1,0025,0001,100911646,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,0,0,0,1191.75,0,3957.16,1190.1,0,23000,교정및군사시설,"공공용시설, 근린생활시설, 주택",0,1,15,1,80.6,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20231030
서울특별시 성북구 성북동 산25-102번지,11290,10100,1,0025,0102,100911647,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,,,,0,841.93,0,931.06,913.56,0,01000,단독주택,"주택, 근린생활시설",0,32,31,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20231019
서울특별시 성북구 성북동1가 104번지,11290,10200,0,0104,0000,10091881,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,,,0,161.73,0,161.73,161.73,0,01000,단독주택,주택,0,4,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 성북동1가 106-20번지,11290,10200,0,0106,0020,10091883,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,,,0,101.16,0,101.16,101.16,0,01000,단독주택,주택,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 성북동1가 108-2번지,11290,10200,0,0108,0002,1009111,2,집합,1,총괄표제부,1,신대장,서울특별시 성북구 성북로5길 69 (성북동1가),삼성하이츠,,,,0,112904121352,10201,0,69,,218.4,130.37,59.69,646.8,512.4,234.62,02000,공동주택,"공동주택,다세대주택",8,0,1,0,0,6,0,0,0,0,5,124.32,1,12,20020524,20020528,20030128,2002,3070088,건축과,1101,1101,0,,0,0,,0,,0,20220813
서울특별시 성북구 성북동1가 109번지,11290,10200,0,0109,0000,10091885,1,일반,1,총괄표제부,1,신대장,서울특별시 성북구 성북로5길 44 (성북동1가),,,,,0,112904121352,10201,0,44,0,0,332.31,0,561.42,478.75,0,01000,단독주택,"주택,근린생활시설",0,5,5,1,15.24,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 성북동1가 110번지,11290,10200,0,0110,0000,10091886,1,일반,1,총괄표제부,1,신대장,서울특별시 성북구 창경궁로43길 63 (성북동1가),,,,,0,112904121698,10201,0,63,0,0,171.01,0,223.11,223.11,0,01000,단독주택,주택,0,2,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 성북동1가 113-6번지,11290,10200,0,0113,0006,10091981,1,일반,1,총괄표제부,1,신대장,서울특별시 성북구 성북로5길 52 (성북동1가),,,,,0,112904121352,10201,0,52,0,0,67.44,0,67.44,67.44,0,01000,단독주택,주택,0,2,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 성북동1가 115번지,11290,10200,0,0115,0000,10091982,1,일반,1,총괄표제부,1,신대장,서울특별시 성북구 창경궁로43길 70-4 (성북동1가),,,,,0,112904121698,10201,0,70,4,0,274.61,0,413.52,354.21,0,01000,단독주택,주택,0,4,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 성북동1가 120-7번지,11290,10200,0,0120,0007,10091984,1,일반,1,총괄표제부,1,신대장,서울특별시 성북구 창경궁로35다길 72 (성북동1가),,,,,0,112904121697,10202,0,72,,0,582.57,0,1583.87,1310.12,0,06000,종교시설,"문화및집회시설(수녀원),주택",0,2,2,3,59.36,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 돈암동 1번지,11290,10300,0,0001,0000,10091683,2,집합,1,총괄표제부,1,신대장,서울특별시 성북구 정릉로 402 (돈암동),,,,,3,112903107014,10301,0,402,0,0,4101.6,0,52349.38,44264.85,0,02000,공동주택,아파트(694세대),619,0,6,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 돈암동 2번지,11290,10300,0,0002,0000,100911380,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,,,0,153.18,0,153.18,153.18,0,01000,단독주택,주택,0,4,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 돈암동 2-75번지,11290,10300,0,0002,0075,100911381,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,,,0,482.17,0,1665.37,1245.41,0,06000,종교시설,"종교시설(교회), 근린생활시설, 주택",0,1,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 돈암동 9번지,11290,10300,0,0009,0000,100911382,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,,,0,56.07,0,56.07,56.07,0,01000,단독주택,주택,0,2,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 돈암동 11-55번지,11290,10300,0,0011,0055,100911619,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,,,0,69.62,0,69.62,69.62,0,01000,단독주택,주택,0,2,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 돈암동 13번지,11290,10300,0,0013,0000,10091228,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,0,0,0,64.77,0,64.77,64.77,0,01000,단독주택,주택,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 돈암동 15-1번지,11290,10300,0,0015,0001,100911376,2,집합,1,총괄표제부,0,구대장,서울특별시 성북구 동소문로34길 24 (돈암동),돈암동 삼성아파트,,,,2,112904121114,10301,0,24,0,60644.2,12267.61,20.23,143204.69,135360.83,223.2,02000,공동주택,아파트 및 부대복리시설,1278,0,14,9,35330.04,1676,0,0,0,0,1083,38655.84,555,0,,,,,,,,,0,,0,0,,0,,0,20260204
서울특별시 성북구 돈암동 15-2번지,11290,10300,0,0015,0002,10091573,2,집합,1,총괄표제부,1,신대장,서울특별시 성북구 동소문로34길 24 (돈암동),,,,,0,112904121114,10301,0,24,0,0,2404.07,0,40865.5,33351.48,0,02000,공동주택,"아파트, 교육연구및복지시설",736,0,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 돈암동 21번지,11290,10300,0,0021,0000,100911621,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,,,0,98.11,0,98.11,98.11,0,01000,단독주택,주택,0,2,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 돈암동 22-2번지,11290,10300,0,0022,0002,10091830,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,,,0,0,0,977.23,0,0,17000,공장,"공장, 근린생활시설, 창고시설, 주택",0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 돈암동 24-1번지,11290,10300,0,0024,0001,10091234,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,,,0,85.95,0,85.95,85.95,0,01000,단독주택,주택,0,2,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 돈암동 30-53번지,11290,10300,0,0030,0053,10091100248767,2,집합,1,총괄표제부,1,신대장,,화인하우스,,,,0,,,0,,,656,327.84,49.98,2515.04,1582.79,241.28,02000,공동주택,도시형생활주택(단지형다세대),20,0,2,0,0,17,0,0,0,0,0,0,17,0,20180117,20180226,20190211,2018,3070211,건축과,1101,1101,4,,0,0,,0,,0,20220813
서울특별시 성북구 돈암동 42-5번지,11290,10300,0,0042,0005,10091459,1,일반,1,총괄표제부,1,신대장,서울특별시 성북구 북악산로17길 13-2 (돈암동),,,,,0,112904121230,10301,0,13,2,0,50.07,0,50.07,50.07,0,01000,단독주택,주택,0,2,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 돈암동 43번지,11290,10300,0,0043,0000,10091440,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,,,0,61.88,0,61.88,61.88,0,01000,단독주택,주택,0,2,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 돈암동 44번지,11290,10300,0,0044,0000,10091441,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,,,0,140.29,0,140.29,140.29,0,01000,단독주택,주택,0,5,5,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 돈암동 44-9번지,11290,10300,0,0044,0009,10091442,1,일반,1,총괄표제부,1,신대장,서울특별시 성북구 북악산로 854-19 (돈암동),,,,,0,112903100019,10302,0,854,19,0,69.39,0,69.39,69.39,0,01000,단독주택,주택,0,2,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 돈암동 45-76번지,11290,10300,0,0045,0076,10091443,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,,,0,87.48,0,87.48,87.48,0,01000,단독주택,주택,0,2,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 돈암동 45-88번지,11290,10300,0,0045,0088,100911374,1,일반,1,총괄표제부,0,구대장,서울특별시 성북구 북악산로 870 (돈암동),학교법인 고명학원,,,,4,112903100019,10302,0,870,,23833.4,4556.65,19.12,17099.26,16744.21,70.25,Z8000,교육연구및복지시설,학교,0,0,14,9,0,59,0,0,0,0,0,0,59,678.5,,19880510,19930129,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 돈암동 48-84번지,11290,10300,0,0048,0084,10091444,1,일반,1,총괄표제부,1,신대장,서울특별시 성북구 동소문로 179-20 (돈암동),,,,,0,112903107003,10301,0,179,20,0,215.44,0,364.23,354.51,0,03000,제1종근린생활시설,"주택, 제1,2종근린생활시설",0,2,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 돈암동 74-239번지,11290,10300,0,0074,0239,10091235,1,일반,1,총괄표제부,1,신대장,서울특별시 성북구 동소문로32길 8-24 (돈암동),,,,,0,112904121113,10301,,8,24,0,118.02,0,137.78,118.02,0,01000,단독주택,주택,0,2,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 돈암동 74-240번지,11290,10300,0,0074,0240,10091445,1,일반,1,총괄표제부,1,신대장,서울특별시 성북구 동소문로26가길 59-11 (돈암동),,,,,0,112904121102,10301,0,59,11,0,88.91,0,88.91,88.91,0,01000,단독주택,주택,0,2,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 돈암동 74-242번지,11290,10300,0,0074,0242,100911552,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,,,0,82.25,0,82.25,82.25,0,01000,단독주택,주택,0,2,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 돈암동 74-258번지,11290,10300,0,0074,0258,10091872,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,0,0,0,292.25,0,1737.5,1414.22,0,01000,단독주택,"다가구주택,근린생활시설,주택",0,13,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 돈암동 83-1번지,11290,10300,0,0083,0001,10091446,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,,,0,160.27,0,257.33,229,0,01000,단독주택,주택,0,2,2,1,6.61,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 돈암동 83-2번지,11290,10300,0,0083,0002,10091236,1,일반,1,총괄표제부,1,신대장,서울특별시 성북구 동소문로26가길 52 (돈암동),,,,,0,112904121102,10301,0,52,,0,312.38,0,597.21,518.33,0,01000,단독주택,"주택, 사찰, 다가구용단독주택(3가구)",0,5,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 돈암동 84-17번지,11290,10300,0,0084,0017,10091447,1,일반,1,총괄표제부,1,신대장,서울특별시 성북구 보문로34다길 48-29 (돈암동),미암교회,,,,0,112904121221,10301,0,48,29,3921,852.73,21.75,2043.67,1664.57,42.44,06000,종교시설,교회,0,0,4,0,0,18,0,0,0,0,0,0,18,212,,,,,,,,,0,,0,0,,0,,0,20231005
서울특별시 성북구 돈암동 100번지,11290,10300,0,0100,0000,10091237,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,,,0,133.06,0,133.06,133.06,0,01000,단독주택,주택,0,2,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 돈암동 129번지,11290,10300,0,0129,0000,10091448,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,,,0,109.09,0,109.09,109.09,0,01000,단독주택,주택,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 돈암동 153번지,11290,10300,0,0153,0000,100911553,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,,,0,963.03,0,963.03,963.03,0,01000,단독주택,"주택, 근린생활시설(점포), 공공용시설(영업용), 제1종근린생활시설(변소)",0,41,42,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 돈암동 173-1번지,11290,10300,0,0173,0001,10091100190208,1,일반,1,총괄표제부,1,신대장,서울특별시 성북구 북악산로 918 (돈암동),,,,,25,112903100019,10302,0,918,0,73482.7,24489.017,33.3261,134996.718,116269.378,158.2268,10000,교육연구시설,교육연구시설,0,0,27,0,0,552,0,0,0,0,391,0,161,0,,,,,,,,,0,,0,0,,0,,0,20251217
서울특별시 성북구 돈암동 183번지,11290,10300,0,0183,0000,10091449,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,,,0,118.12,0,118.12,118.12,0,01000,단독주택,주택,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 돈암동 184번지,11290,10300,0,0184,0000,10091238,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,,,0,38.87,0,38.87,38.87,0,01000,단독주택,주택,0,2,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 돈암동 208번지,11290,10300,0,0208,0000,10091450,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,,,0,80.67,0,80.67,80.67,0,01000,단독주택,주택,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 돈암동 231번지,11290,10300,0,0231,0000,10091239,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,,,0,524.58,0,524.58,524.58,0,01000,단독주택,주택,0,9,9,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
서울특별시 성북구 돈암동 249번지,11290,10300,0,0249,0000,10091451,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,,,0,206.84,0,206.84,206.84,0,04000,제2종근린생활시설,사무실,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220813
